doc_id,file_name,relative_path,absolute_path,packet,source_category,document_type,evidence_role,file_extension,file_size_bytes,sha256,supported_by_parser,parser_status,notes
DOC_463FD3B8EDC9,Hershey Front.webp,01_product_sku_1_55oz/wrapper_front/Hershey Front.webp,D:/HersheySupplyChainAI/data/raw_sources/01_product_sku_1_55oz/wrapper_front/Hershey Front.webp,product_sku_1_55oz,product_sku,image_or_logo,direct_company_evidence,.webp,19892,edaf2a4ec640cb9fc9783fc46f9296e06fade496e2ee61fcbab7c9f2e08fafa5,True,pending,
DOC_3A67DADA572A,barry_callebaut_annual_report_or_full_year_results_2024_25.pdf,03_ingredient_research/cocoa_chocolate_cocoa_butter/barry_callebaut_supplier_evidence/barry_callebaut_annual_report_or_full_year_results_2024_25.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/cocoa_chocolate_cocoa_butter/barry_callebaut_supplier_evidence/barry_callebaut_annual_report_or_full_year_results_2024_25.pdf,cocoa_chocolate_cocoa_butter,ingredient_or_packaging_research,pdf_document,supplier_relationship_context,.pdf,21435220,371d1a38e4eb223cd02337930ce4814391a6e7b03bca98f1ded4ea80eb0ef6a1,True,pending,
DOC_1EC92FF65460,barry_callebaut_company_profile.pdf,03_ingredient_research/cocoa_chocolate_cocoa_butter/barry_callebaut_supplier_evidence/barry_callebaut_company_profile.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/cocoa_chocolate_cocoa_butter/barry_callebaut_supplier_evidence/barry_callebaut_company_profile.pdf,cocoa_chocolate_cocoa_butter,ingredient_or_packaging_research,pdf_document,supplier_relationship_context,.pdf,6524021,2d6e49faf1cf631fa6b0361db5d1929711f597aa67e299da61a45e084b777cc1,True,pending,
DOC_1082CA3E3F2A,barry_callebaut_hershey_supply_agreement_news_release.pdf,03_ingredient_research/cocoa_chocolate_cocoa_butter/barry_callebaut_supplier_evidence/barry_callebaut_hershey_supply_agreement_news_release.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/cocoa_chocolate_cocoa_butter/barry_callebaut_supplier_evidence/barry_callebaut_hershey_supply_agreement_news_release.pdf,cocoa_chocolate_cocoa_butter,ingredient_or_packaging_research,pdf_document,supplier_relationship_context,.pdf,70170,7fed6e0ca7b88f1fadda91217a47068bb4056b3f00bbc510f3002b7bf55a0467,True,pending,
DOC_71BF5D9AF123,barry_callebaut_hershey_supply_agreement_page.pdf,03_ingredient_research/cocoa_chocolate_cocoa_butter/barry_callebaut_supplier_evidence/barry_callebaut_hershey_supply_agreement_page.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/cocoa_chocolate_cocoa_butter/barry_callebaut_supplier_evidence/barry_callebaut_hershey_supply_agreement_page.pdf,cocoa_chocolate_cocoa_butter,ingredient_or_packaging_research,pdf_document,supplier_relationship_context,.pdf,2835300,e99f3c447556307986149c6e2c9061a7f4b32198676cc563964b27da074e8b28,True,pending,
DOC_444A249CB5CF,barry_callebaut_social_environmental_impact_report_2024_25.pdf,03_ingredient_research/cocoa_chocolate_cocoa_butter/barry_callebaut_supplier_evidence/barry_callebaut_social_environmental_impact_report_2024_25.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/cocoa_chocolate_cocoa_butter/barry_callebaut_supplier_evidence/barry_callebaut_social_environmental_impact_report_2024_25.pdf,cocoa_chocolate_cocoa_butter,ingredient_or_packaging_research,pdf_document,supplier_relationship_context,.pdf,23263174,4aec08a0bc68c69248c93ec57df8da52d7497c22be65f8cbd9ff637fe556597d,True,pending,
DOC_C87C22CB90A7,Cocoa-The-Hershey-Company-05-06-2026_02_25_PM.pdf,03_ingredient_research/cocoa_chocolate_cocoa_butter/hershey_evidence/Cocoa-The-Hershey-Company-05-06-2026_02_25_PM.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/cocoa_chocolate_cocoa_butter/hershey_evidence/Cocoa-The-Hershey-Company-05-06-2026_02_25_PM.pdf,cocoa_chocolate_cocoa_butter,ingredient_or_packaging_research,pdf_document,direct_company_evidence,.pdf,6622743,47800a0bf883346233d5fde1194177591576639ef6448312769c76e6970c6363,True,pending,
DOC_8F85C09572BC,hershey_cocoa_for_good_strategy.pdf,03_ingredient_research/cocoa_chocolate_cocoa_butter/hershey_evidence/hershey_cocoa_for_good_strategy.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/cocoa_chocolate_cocoa_butter/hershey_evidence/hershey_cocoa_for_good_strategy.pdf,cocoa_chocolate_cocoa_butter,ingredient_or_packaging_research,pdf_document,direct_company_evidence,.pdf,3389243,d1f596a509eb05a28ef8f1a27ce12a688ae29641a6913bbe182ebe39e1733d00,True,pending,
DOC_260B1720A1EF,hershey_cocoa_sustainability_page.pdf,03_ingredient_research/cocoa_chocolate_cocoa_butter/hershey_evidence/hershey_cocoa_sustainability_page.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/cocoa_chocolate_cocoa_butter/hershey_evidence/hershey_cocoa_sustainability_page.pdf,cocoa_chocolate_cocoa_butter,ingredient_or_packaging_research,pdf_document,direct_company_evidence,.pdf,5034139,270759b4aeeccbc99ca68caa092255399075b759ab19c4f8facf04a12b609678,True,pending,
DOC_E37A29B6C990,barry_logo.svg,03_ingredient_research/cocoa_chocolate_cocoa_butter/logo_assets/barry_logo.svg,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/cocoa_chocolate_cocoa_butter/logo_assets/barry_logo.svg,cocoa_chocolate_cocoa_butter,ingredient_or_packaging_research,image_or_logo,visual_asset,.svg,4511,0314fc7ef84d930e1923fc1a39deccd71b096a9336bbdebf32e4ca750c9f9ae6,True,pending,
DOC_F976C0BE2B9A,usda_fas_cote_divoire_cocoa_sector_overview_2025.pdf,03_ingredient_research/cocoa_chocolate_cocoa_butter/origin_evidence/usda_fas_cote_divoire_cocoa_sector_overview_2025.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/cocoa_chocolate_cocoa_butter/origin_evidence/usda_fas_cote_divoire_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,ingredient_or_packaging_research,pdf_document,benchmark_proxy,.pdf,811760,1236464a7540e77e08df49751ec3c034b8fea92835b0fb3c24d8fb5e022b7678,True,pending,
DOC_033AA20F1EE1,usda_fas_ghana_cocoa_sector_overview_2025.pdf,03_ingredient_research/cocoa_chocolate_cocoa_butter/origin_evidence/usda_fas_ghana_cocoa_sector_overview_2025.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/cocoa_chocolate_cocoa_butter/origin_evidence/usda_fas_ghana_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,ingredient_or_packaging_research,pdf_document,benchmark_proxy,.pdf,1098411,437b187c7c5f5d35f3b3fdcc9b85cc3ba6ebe11f6f6ca7c0f8d3f9035972b929,True,pending,
DOC_FD5AB5AB5E8F,icco_cocoa_statistics_page.pdf,03_ingredient_research/cocoa_chocolate_cocoa_butter/price_benchmarks/icco_cocoa_statistics_page.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/cocoa_chocolate_cocoa_butter/price_benchmarks/icco_cocoa_statistics_page.pdf,cocoa_chocolate_cocoa_butter,ingredient_or_packaging_research,pdf_document,benchmark_proxy,.pdf,2334032,0376229172cd1c822c78698a4f51ed070cde49dac18ad5af6ff0ad1e98fdf3dd,True,pending,
DOC_08137C490006,ice_cocoa_futures_optional_screenshot.pdf,03_ingredient_research/cocoa_chocolate_cocoa_butter/price_benchmarks/ice_cocoa_futures_optional_screenshot.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/cocoa_chocolate_cocoa_butter/price_benchmarks/ice_cocoa_futures_optional_screenshot.pdf,cocoa_chocolate_cocoa_butter,ingredient_or_packaging_research,pdf_document,benchmark_proxy,.pdf,1844610,a8e6a24115226ad1facb4e5905c42a94b5796979afe02c821d2ebbad8db977bf,True,pending,
DOC_B3858C187B41,cocoa_beans_quality_requirements_processing_guide.pdf,03_ingredient_research/cocoa_chocolate_cocoa_butter/processing_explanation/cocoa_beans_quality_requirements_processing_guide.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/cocoa_chocolate_cocoa_butter/processing_explanation/cocoa_beans_quality_requirements_processing_guide.pdf,cocoa_chocolate_cocoa_butter,ingredient_or_packaging_research,pdf_document,process_or_function_context,.pdf,6838949,3237d6f3fcf364000a4ac630a73bf0497bdcc75510ad9e768b80ca806fb71b20,True,pending,
DOC_2D8BE31DFAC8,icco_cocoa_butter_powder_faq.pdf,03_ingredient_research/cocoa_chocolate_cocoa_butter/processing_explanation/icco_cocoa_butter_powder_faq.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/cocoa_chocolate_cocoa_butter/processing_explanation/icco_cocoa_butter_powder_faq.pdf,cocoa_chocolate_cocoa_butter,ingredient_or_packaging_research,pdf_document,benchmark_proxy,.pdf,1499600,5f83daae3a13d291d6e796674c7bf020a0394685d9d472b32f90a02c1e17a2c9,True,pending,
DOC_1E80FF9B816E,icco_processing_cocoa_page.pdf,03_ingredient_research/cocoa_chocolate_cocoa_butter/processing_explanation/icco_processing_cocoa_page.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/cocoa_chocolate_cocoa_butter/processing_explanation/icco_processing_cocoa_page.pdf,cocoa_chocolate_cocoa_butter,ingredient_or_packaging_research,pdf_document,benchmark_proxy,.pdf,1962732,e545ac9fa3f00e90ac8bfcd45efbab94fc4012e418cafec08f7dd2a0ac1c3603,True,pending,
DOC_3FF97ACFA90D,hershey_dairy_sourcing_page.pdf,03_ingredient_research/dairy_milk_skim_milk_milk_fat/00_hershey_dairy_evidence/hershey_dairy_sourcing_page.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/dairy_milk_skim_milk_milk_fat/00_hershey_dairy_evidence/hershey_dairy_sourcing_page.pdf,dairy_milk_skim_milk_milk_fat,ingredient_or_packaging_research,pdf_document,direct_company_evidence,.pdf,2980467,770ea61d6468bd6721bdc650be17f9091dfc169573962849c3c78413d820264f,True,pending,
DOC_3DACF0FBC836,hershey_latest_esg_dairy_section.pdf,03_ingredient_research/dairy_milk_skim_milk_milk_fat/00_hershey_dairy_evidence/hershey_latest_esg_dairy_section.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/dairy_milk_skim_milk_milk_fat/00_hershey_dairy_evidence/hershey_latest_esg_dairy_section.pdf,dairy_milk_skim_milk_milk_fat,ingredient_or_packaging_research,pdf_document,direct_company_evidence,.pdf,9642129,6427743d7c22b5c680b7ae3a309c2d060c55eb2d6cf7c5d8c34bfa6278984b2b,True,pending,
DOC_75DA5EE841E9,hershey_sustainable_dairy_pa_2021_press_release.pdf,03_ingredient_research/dairy_milk_skim_milk_milk_fat/00_hershey_dairy_evidence/hershey_sustainable_dairy_pa_2021_press_release.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/dairy_milk_skim_milk_milk_fat/00_hershey_dairy_evidence/hershey_sustainable_dairy_pa_2021_press_release.pdf,dairy_milk_skim_milk_milk_fat,ingredient_or_packaging_research,pdf_document,direct_company_evidence,.pdf,3201918,7d51579571d6211dcae2c07606bce00783cbf08d8b28a39b6e1f7cbcdde3c3b5,True,pending,
DOC_DC5C9E72C77A,land_o_lakes_2025_annual_report.pdf,03_ingredient_research/dairy_milk_skim_milk_milk_fat/01_land_o_lakes_supplier_evidence/land_o_lakes_2025_annual_report.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/dairy_milk_skim_milk_milk_fat/01_land_o_lakes_supplier_evidence/land_o_lakes_2025_annual_report.pdf,dairy_milk_skim_milk_milk_fat,ingredient_or_packaging_research,pdf_document,supplier_relationship_context,.pdf,29188632,5004caa2c2d295d11ddd7d992c9a1490379eacaa5fa4e007ec7f5bc8d61f6609,True,pending,
DOC_BA82764C244F,land_o_lakes_community_impact_report.pdf,03_ingredient_research/dairy_milk_skim_milk_milk_fat/01_land_o_lakes_supplier_evidence/land_o_lakes_community_impact_report.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/dairy_milk_skim_milk_milk_fat/01_land_o_lakes_supplier_evidence/land_o_lakes_community_impact_report.pdf,dairy_milk_skim_milk_milk_fat,ingredient_or_packaging_research,pdf_document,supplier_relationship_context,.pdf,2627586,0ca9167060d6907788307fb0a6a5c4bc4ee1bdcb92901603ac86ef0659d25812,True,pending,
DOC_3C5045700A98,land_o_lakes_hershey_chesapeake_bay_page.pdf,03_ingredient_research/dairy_milk_skim_milk_milk_fat/01_land_o_lakes_supplier_evidence/land_o_lakes_hershey_chesapeake_bay_page.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/dairy_milk_skim_milk_milk_fat/01_land_o_lakes_supplier_evidence/land_o_lakes_hershey_chesapeake_bay_page.pdf,dairy_milk_skim_milk_milk_fat,ingredient_or_packaging_research,pdf_document,supplier_relationship_context,.pdf,5997282,7c1a2c55fb99e4434d1cbe40c6e827e680dc73c3372f298637d4c8b2fae43276,True,pending,
DOC_D9B23C06662B,land_o_lakes_home_page.pdf,03_ingredient_research/dairy_milk_skim_milk_milk_fat/01_land_o_lakes_supplier_evidence/land_o_lakes_home_page.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/dairy_milk_skim_milk_milk_fat/01_land_o_lakes_supplier_evidence/land_o_lakes_home_page.pdf,dairy_milk_skim_milk_milk_fat,ingredient_or_packaging_research,pdf_document,supplier_relationship_context,.pdf,7048474,77125a2059191723a3b39881cbb5a317df781688eb1f8537aa246fdadca19ab8,True,pending,
DOC_2F8EE4491545,land_o_lakes_who_we_are_page.pdf,03_ingredient_research/dairy_milk_skim_milk_milk_fat/01_land_o_lakes_supplier_evidence/land_o_lakes_who_we_are_page.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/dairy_milk_skim_milk_milk_fat/01_land_o_lakes_supplier_evidence/land_o_lakes_who_we_are_page.pdf,dairy_milk_skim_milk_milk_fat,ingredient_or_packaging_research,pdf_document,supplier_relationship_context,.pdf,8713969,96e43f574378b848e26e53e32666e5736c1aaf2eed1e2a99d5f82c88e64ae6ca,True,pending,
DOC_FEA243351909,alliance_sustainable_dairy_pa_page.pdf,03_ingredient_research/dairy_milk_skim_milk_milk_fat/02_dairy_origin_farm_evidence/alliance_sustainable_dairy_pa_page.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/dairy_milk_skim_milk_milk_fat/02_dairy_origin_farm_evidence/alliance_sustainable_dairy_pa_page.pdf,dairy_milk_skim_milk_milk_fat,ingredient_or_packaging_research,pdf_document,unknown,.pdf,2743314,b3b734c3537951a1845001d1158f3ba02d3afd65f758a9d92a98b17df4e98c1f,True,pending,
DOC_6ECEDE6AFBC2,epa_hershey_land_o_lakes_pa_dairy_farms_2m_commitment.pdf,03_ingredient_research/dairy_milk_skim_milk_milk_fat/02_dairy_origin_farm_evidence/epa_hershey_land_o_lakes_pa_dairy_farms_2m_commitment.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/dairy_milk_skim_milk_milk_fat/02_dairy_origin_farm_evidence/epa_hershey_land_o_lakes_pa_dairy_farms_2m_commitment.pdf,dairy_milk_skim_milk_milk_fat,ingredient_or_packaging_research,pdf_document,supplier_relationship_context,.pdf,3134221,3867ae98e6726e7bde847b3b7b1d277579d211150ffa6c3c533d30b5f9ac9586,True,pending,
DOC_9C88D07C6DBF,usda_ams_advanced_class_prices_latest.pdf,03_ingredient_research/dairy_milk_skim_milk_milk_fat/03_dairy_price_benchmarks/usda_ams_advanced_class_prices_latest.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/dairy_milk_skim_milk_milk_fat/03_dairy_price_benchmarks/usda_ams_advanced_class_prices_latest.pdf,dairy_milk_skim_milk_milk_fat,ingredient_or_packaging_research,pdf_document,benchmark_proxy,.pdf,434897,d363844a93eed0def6b1b7ea5eab69b44f7619936a873f0c52825dd310af1dd4,True,pending,
DOC_E2BE0206EF0C,usda_ams_class_iv_milk_price_reference.pdf,03_ingredient_research/dairy_milk_skim_milk_milk_fat/03_dairy_price_benchmarks/usda_ams_class_iv_milk_price_reference.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/dairy_milk_skim_milk_milk_fat/03_dairy_price_benchmarks/usda_ams_class_iv_milk_price_reference.pdf,dairy_milk_skim_milk_milk_fat,ingredient_or_packaging_research,pdf_document,benchmark_proxy,.pdf,757067,5b27b2ba1c88bdd1e3e30ac0f2114d4095355c0c4f5cfa21c55957785af9fb20,True,pending,
DOC_7FED8B7042EA,usda_ams_dairy_market_news_weekly_report_latest.pdf,03_ingredient_research/dairy_milk_skim_milk_milk_fat/03_dairy_price_benchmarks/usda_ams_dairy_market_news_weekly_report_latest.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/dairy_milk_skim_milk_milk_fat/03_dairy_price_benchmarks/usda_ams_dairy_market_news_weekly_report_latest.pdf,dairy_milk_skim_milk_milk_fat,ingredient_or_packaging_research,pdf_document,benchmark_proxy,.pdf,1869441,913becedf41ba0e98e3709d76f1ad3f9313958f2d27ced4765dadd1d1511edec,True,pending,
DOC_9232C3E84540,usda_ams_dairy_monthly_averages_latest.pdf,03_ingredient_research/dairy_milk_skim_milk_milk_fat/03_dairy_price_benchmarks/usda_ams_dairy_monthly_averages_latest.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/dairy_milk_skim_milk_milk_fat/03_dairy_price_benchmarks/usda_ams_dairy_monthly_averages_latest.pdf,dairy_milk_skim_milk_milk_fat,ingredient_or_packaging_research,pdf_document,benchmark_proxy,.pdf,273211,c619c1d6cd4a4aba168eea17a2686d2e17b9ddebf7cf7ba4c0e07521b3fbbcf6,True,pending,
DOC_A5418FB79897,usda_ams_national_dairy_products_sales_report_latest.pdf,03_ingredient_research/dairy_milk_skim_milk_milk_fat/03_dairy_price_benchmarks/usda_ams_national_dairy_products_sales_report_latest.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/dairy_milk_skim_milk_milk_fat/03_dairy_price_benchmarks/usda_ams_national_dairy_products_sales_report_latest.pdf,dairy_milk_skim_milk_milk_fat,ingredient_or_packaging_research,pdf_document,benchmark_proxy,.pdf,417978,6457d403991f3f3bb0bf83051e59b89d6b97224bc0237bcfeb8f77394a737344,True,pending,
DOC_B28013FB1CA9,dairy_ingredients_in_chocolate_explanation.pdf,03_ingredient_research/dairy_milk_skim_milk_milk_fat/04_dairy_processing_explanation/dairy_ingredients_in_chocolate_explanation.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/dairy_milk_skim_milk_milk_fat/04_dairy_processing_explanation/dairy_ingredients_in_chocolate_explanation.pdf,dairy_milk_skim_milk_milk_fat,ingredient_or_packaging_research,pdf_document,process_or_function_context,.pdf,6783272,7fe2cdb61d3820308fcff3bdcd952aff59466ec6a3ca53c35c06ff7157435930,True,pending,
DOC_C041385635A5,milk_fat_butterfat_explanation.pdf,03_ingredient_research/dairy_milk_skim_milk_milk_fat/04_dairy_processing_explanation/milk_fat_butterfat_explanation.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/dairy_milk_skim_milk_milk_fat/04_dairy_processing_explanation/milk_fat_butterfat_explanation.pdf,dairy_milk_skim_milk_milk_fat,ingredient_or_packaging_research,pdf_document,process_or_function_context,.pdf,6508581,832a87c3dd1cad422124fc5e857b909510a111926fccbdccf4e88551c11c7b3d,True,pending,
DOC_E3E6C7C84910,milk_processing_separation_explanation.pdf,03_ingredient_research/dairy_milk_skim_milk_milk_fat/04_dairy_processing_explanation/milk_processing_separation_explanation.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/dairy_milk_skim_milk_milk_fat/04_dairy_processing_explanation/milk_processing_separation_explanation.pdf,dairy_milk_skim_milk_milk_fat,ingredient_or_packaging_research,pdf_document,process_or_function_context,.pdf,293154,1d8531cc613c03e966f29103ba7c1d3590a3ff0e20cfd53c3d8eb33808550e96,True,pending,
DOC_400268FDC92A,nonfat_dry_milk_skim_milk_explanation.pdf,03_ingredient_research/dairy_milk_skim_milk_milk_fat/04_dairy_processing_explanation/nonfat_dry_milk_skim_milk_explanation.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/dairy_milk_skim_milk_milk_fat/04_dairy_processing_explanation/nonfat_dry_milk_skim_milk_explanation.pdf,dairy_milk_skim_milk_milk_fat,ingredient_or_packaging_research,pdf_document,process_or_function_context,.pdf,2149907,aaf620cf9fdc8d6d2a45393ac226e139f35e13faba392e40f0a97778166ec178,True,pending,
DOC_CD36102F0A4D,land_o_lakes_logo_asset.png,03_ingredient_research/dairy_milk_skim_milk_milk_fat/05_logo_assets/land_o_lakes_logo_asset.png,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/dairy_milk_skim_milk_milk_fat/05_logo_assets/land_o_lakes_logo_asset.png,dairy_milk_skim_milk_milk_fat,ingredient_or_packaging_research,image_or_logo,visual_asset,.png,64110,7f6c20b54d5cf6f0c9e681cdb749800406fc7d7a5fd6b9c58cf2484e520cf9c5,True,pending,
DOC_C5E013D8DC8A,fda_21_cfr_101_22_natural_flavor_definition.pdf,03_ingredient_research/natural_flavor/00_regulatory_definition/fda_21_cfr_101_22_natural_flavor_definition.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/natural_flavor/00_regulatory_definition/fda_21_cfr_101_22_natural_flavor_definition.pdf,natural_flavor,ingredient_or_packaging_research,pdf_document,regulatory_definition,.pdf,2777498,a543a3db8520768eae76e8e5a5b4bef3a21e3ec16d3e9375eaa0779bd3ab5be2,True,pending,
DOC_1D4C129E0BD4,fda_flavor_labeling_regulation_reference.pdf,03_ingredient_research/natural_flavor/00_regulatory_definition/fda_flavor_labeling_regulation_reference.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/natural_flavor/00_regulatory_definition/fda_flavor_labeling_regulation_reference.pdf,natural_flavor,ingredient_or_packaging_research,pdf_document,regulatory_definition,.pdf,8945276,47296a92eb754b24466459de0ff00f262c1915fa784df4a3af65ddfa29f57935,True,pending,
DOC_F0190DCF0884,natural_flavor_declaration_fda_definition_reference.pdf,03_ingredient_research/natural_flavor/00_regulatory_definition/natural_flavor_declaration_fda_definition_reference.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/natural_flavor/00_regulatory_definition/natural_flavor_declaration_fda_definition_reference.pdf,natural_flavor,ingredient_or_packaging_research,pdf_document,regulatory_definition,.pdf,233226,b94696fab1907b4d7e713c97e7b583a6662c03dddfa18fcdbb356542f667265c,True,pending,
