evidence_id,doc_id,source_file,packet,category,audit_status,audit_reason,corrected_evidence_type,corrected_relationship_strength,claim_scope,corrected_related_company,corrected_related_ingredient,related_cost_bucket,display_allowed,display_priority,human_review_required,supports_node,supports_edge,supports_cost_bucket,supports_supplier_packet,supports_ingredient_packet,supports_display_blob,claim,safe_website_wording
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0003_313,DOC_033AA20F1EE1,usda_fas_ghana_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,The Hershey Company,Cocoa / Chocolate / Cocoa Butter,cocoa_chocolate_cocoa_butter,True,70,False,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: cocoa_chocolate_cocoa_butter.","usda_fas_ghana_cocoa_sector_overview_2025.pdf can support benchmark, process, regulatory, or market context for Cocoa / Chocolate / Cocoa Butter. It does not represent Hershey's exact SKU-level invoice cost."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0003_314,DOC_033AA20F1EE1,usda_fas_ghana_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,cost,rejected,"Rejected because the cost signal is generic, weak, too short, or not useful for cost modeling.",benchmark_proxy,benchmark_only,market_level,The Hershey Company,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,False,0,False,False,False,False,False,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context.","Rejected from display because this evidence is too generic, weak, or not useful for the current supply-chain model."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0003_315,DOC_033AA20F1EE1,usda_fas_ghana_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,The Hershey Company,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,True,70,False,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context.","usda_fas_ghana_cocoa_sector_overview_2025.pdf can support benchmark, process, regulatory, or market context for Cocoa / Chocolate / Cocoa Butter. It does not represent Hershey's exact SKU-level invoice cost."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0003_316,DOC_033AA20F1EE1,usda_fas_ghana_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,The Hershey Company,Cocoa / Chocolate / Cocoa Butter,cocoa_chocolate_cocoa_butter,True,70,False,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: cocoa_chocolate_cocoa_butter.","usda_fas_ghana_cocoa_sector_overview_2025.pdf can support benchmark, process, regulatory, or market context for Cocoa / Chocolate / Cocoa Butter. It does not represent Hershey's exact SKU-level invoice cost."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0003_317,DOC_033AA20F1EE1,usda_fas_ghana_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,cost,rejected,"Rejected because the cost signal is generic, weak, too short, or not useful for cost modeling.",benchmark_proxy,benchmark_only,market_level,The Hershey Company,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,False,0,False,False,False,False,False,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context.","Rejected from display because this evidence is too generic, weak, or not useful for the current supply-chain model."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0003_318,DOC_033AA20F1EE1,usda_fas_ghana_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,The Hershey Company,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,True,70,False,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context.","usda_fas_ghana_cocoa_sector_overview_2025.pdf can support benchmark, process, regulatory, or market context for Cocoa / Chocolate / Cocoa Butter. It does not represent Hershey's exact SKU-level invoice cost."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0003_319,DOC_033AA20F1EE1,usda_fas_ghana_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,The Hershey Company,Cocoa / Chocolate / Cocoa Butter,cocoa_chocolate_cocoa_butter,True,70,False,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: cocoa_chocolate_cocoa_butter.","usda_fas_ghana_cocoa_sector_overview_2025.pdf can support benchmark, process, regulatory, or market context for Cocoa / Chocolate / Cocoa Butter. It does not represent Hershey's exact SKU-level invoice cost."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0003_320,DOC_033AA20F1EE1,usda_fas_ghana_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,The Hershey Company,Cocoa / Chocolate / Cocoa Butter,cocoa_chocolate_cocoa_butter,True,70,False,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: cocoa_chocolate_cocoa_butter.","usda_fas_ghana_cocoa_sector_overview_2025.pdf can support benchmark, process, regulatory, or market context for Cocoa / Chocolate / Cocoa Butter. It does not represent Hershey's exact SKU-level invoice cost."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0003_321,DOC_033AA20F1EE1,usda_fas_ghana_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,The Hershey Company,Cocoa / Chocolate / Cocoa Butter,cocoa_chocolate_cocoa_butter,True,70,False,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: cocoa_chocolate_cocoa_butter.","usda_fas_ghana_cocoa_sector_overview_2025.pdf can support benchmark, process, regulatory, or market context for Cocoa / Chocolate / Cocoa Butter. It does not represent Hershey's exact SKU-level invoice cost."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0003_322,DOC_033AA20F1EE1,usda_fas_ghana_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,The Hershey Company,Cocoa / Chocolate / Cocoa Butter,cocoa_chocolate_cocoa_butter,True,70,False,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: cocoa_chocolate_cocoa_butter.","usda_fas_ghana_cocoa_sector_overview_2025.pdf can support benchmark, process, regulatory, or market context for Cocoa / Chocolate / Cocoa Butter. It does not represent Hershey's exact SKU-level invoice cost."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0003_323,DOC_033AA20F1EE1,usda_fas_ghana_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,The Hershey Company,Cocoa / Chocolate / Cocoa Butter,cocoa_chocolate_cocoa_butter,True,70,False,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: cocoa_chocolate_cocoa_butter.","usda_fas_ghana_cocoa_sector_overview_2025.pdf can support benchmark, process, regulatory, or market context for Cocoa / Chocolate / Cocoa Butter. It does not represent Hershey's exact SKU-level invoice cost."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0003_324,DOC_033AA20F1EE1,usda_fas_ghana_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,cost,rejected,"Rejected because the cost signal is generic, weak, too short, or not useful for cost modeling.",benchmark_proxy,benchmark_only,market_level,The Hershey Company,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,False,0,False,False,False,False,False,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context.","Rejected from display because this evidence is too generic, weak, or not useful for the current supply-chain model."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0003_325,DOC_033AA20F1EE1,usda_fas_ghana_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,The Hershey Company,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,True,70,False,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context.","usda_fas_ghana_cocoa_sector_overview_2025.pdf can support benchmark, process, regulatory, or market context for Cocoa / Chocolate / Cocoa Butter. It does not represent Hershey's exact SKU-level invoice cost."
EV_LOGISTICS_DISTRIBUTION_0004_001,DOC_050BBCAC6B3F,mclane_company_profile.pdf,logistics_distribution,logistics,needs_review,Weak extraction; retained for review but not display.,direct,company_level_confirmed,company_level,McLane,,,False,0,True,True,False,False,False,False,False,Source document available for packet: logistics_distribution.,McLane/Hershey evidence supports company-level downstream or distribution context. Exact route for the 1.55 oz bar is not publicly confirmed.
EV_LOGISTICS_DISTRIBUTION_0004_900,DOC_050BBCAC6B3F,mclane_company_profile.pdf,logistics_distribution,supplier,needs_review,"Trusted supplier source, but extracted evidence is weak and needs manual/AI review.",direct,company_level_confirmed,company_level,McLane,,,False,0,True,True,False,False,False,False,False,McLane is candidate company-level evidence for the Distribution / Downstream Channel stream.,McLane/Hershey evidence supports company-level downstream or distribution context. Exact route for the 1.55 oz bar is not publicly confirmed.
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0005_001,DOC_08137C490006,ice_cocoa_futures_optional_screenshot.pdf,cocoa_chocolate_cocoa_butter,ingredient,needs_review,Weak extraction; retained for review but not display.,benchmark_proxy,benchmark_only,market_level,The Hershey Company,Cocoa / Chocolate / Cocoa Butter,,False,0,True,True,False,False,False,True,False,Source document available for packet: cocoa_chocolate_cocoa_butter.,"ice_cocoa_futures_optional_screenshot.pdf can support benchmark, process, regulatory, or market context for Cocoa / Chocolate / Cocoa Butter. It does not represent Hershey's exact SKU-level invoice cost."
EV_LOGISTICS_DISTRIBUTION_0006_001,DOC_0C6FF4D0AACE,mclane_grocery_retail_distribution_page.pdf,logistics_distribution,logistics,needs_review,Weak extraction; retained for review but not display.,direct,company_level_confirmed,company_level,McLane,,,False,0,True,True,False,False,False,False,False,Source document available for packet: logistics_distribution.,McLane/Hershey evidence supports company-level downstream or distribution context. Exact route for the 1.55 oz bar is not publicly confirmed.
EV_LOGISTICS_DISTRIBUTION_0006_900,DOC_0C6FF4D0AACE,mclane_grocery_retail_distribution_page.pdf,logistics_distribution,supplier,needs_review,"Trusted supplier source, but extracted evidence is weak and needs manual/AI review.",direct,company_level_confirmed,company_level,McLane,,,False,0,True,True,False,False,False,False,False,McLane is candidate company-level evidence for the Distribution / Downstream Channel stream.,McLane/Hershey evidence supports company-level downstream or distribution context. Exact route for the 1.55 oz bar is not publicly confirmed.
EV_SUGAR_0007_001,DOC_0CCBAF9E6D49,ASR_Group_logo.svg,sugar,visual_asset,approved,Approved only as reference/visual context.,reference_only,illustrative_only,illustrative_only,American Sugar Refining / ASR,Sugar,,False,0,True,True,False,False,False,True,False,Source document available for packet: sugar.,"This file can be used only as a visual/reference asset. It does not support supplier, route, or cost claims."
EV_RETAIL_PRICE_EVIDENCE_0008_001,DOC_0D21678E3116,cvs_hershey_1_55oz_price_page.pdf,retail_price_evidence,retail,needs_review,Retail price source requires final visual verification before display.,direct,sku_level_confirmed,sku_level,CVS,Retail Price Evidence,,False,0,True,True,False,False,False,True,False,Source document available for packet: retail_price_evidence.,"CVS is retained as SKU-level retail price evidence for the HERSHEY'S 1.55 oz bar, pending final visual price verification."
EV_NATURAL_FLAVOR_0009_001,DOC_0DD09547ACD4,natural_flavor_extraction_distillation_fermentation_explanation.pdf,natural_flavor,ingredient,needs_review,Ingredient/function source has weak extraction and needs review.,benchmark_proxy,unknown,assumption_or_needs_review,The Hershey Company,Natural Flavor,,False,0,True,True,False,False,False,True,False,Source document available for packet: natural_flavor.,"Natural Flavor is retained as a modeled input, but supplier and SKU-level allocation remain unconfirmed unless direct evidence supports them."
EV_NATURAL_FLAVOR_0009_900,DOC_0DD09547ACD4,natural_flavor_extraction_distillation_fermentation_explanation.pdf,natural_flavor,ingredient,needs_review,Ingredient/function source has weak extraction and needs review.,benchmark_proxy,unknown,assumption_or_needs_review,The Hershey Company,Natural Flavor,,False,0,True,True,False,False,False,True,False,Natural Flavor packet is ingredient/function evidence with supplier currently unknown.,"Natural Flavor is retained as a modeled input, but supplier and SKU-level allocation remain unconfirmed unless direct evidence supports them."
EV_SUGAR_0010_001,DOC_0E5990AC3AEF,asr_belize_sugar_industries_page.pdf,sugar,ingredient,needs_review,Weak extraction; retained for review but not display.,direct,company_level_confirmed,company_level,American Sugar Refining / ASR,Sugar,,False,0,True,True,False,False,False,True,False,Source document available for packet: sugar.,ASR is supported as a Hershey company-level sugar sourcing partner. Exact 1.55 oz SKU sugar allocation is not publicly confirmed.
EV_PGPR_0011_001,DOC_101588EC345D,fda_pgpr_gras_response_letter.pdf,pgpr,ingredient,needs_review,Ingredient/function source has weak extraction and needs review.,direct,unknown,assumption_or_needs_review,USDA,PGPR,,False,0,True,True,False,False,False,True,False,Source document available for packet: pgpr.,"PGPR is retained as a modeled input, but supplier and SKU-level allocation remain unconfirmed unless direct evidence supports them."
EV_PGPR_0011_301,DOC_101588EC345D,fda_pgpr_gras_response_letter.pdf,pgpr,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,The Hershey Company,PGPR,general_cost_or_market_context,True,60,False,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context.","fda_pgpr_gras_response_letter.pdf can support benchmark, process, regulatory, or market context for PGPR. It does not represent Hershey's exact SKU-level invoice cost."
EV_PGPR_0011_302,DOC_101588EC345D,fda_pgpr_gras_response_letter.pdf,pgpr,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,The Hershey Company,PGPR,general_cost_or_market_context,True,60,False,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context.","fda_pgpr_gras_response_letter.pdf can support benchmark, process, regulatory, or market context for PGPR. It does not represent Hershey's exact SKU-level invoice cost."
EV_PGPR_0011_900,DOC_101588EC345D,fda_pgpr_gras_response_letter.pdf,pgpr,ingredient,needs_review,Ingredient/function source has weak extraction and needs review.,direct,unknown,assumption_or_needs_review,USDA,PGPR,,False,0,True,True,False,False,False,True,False,PGPR packet is ingredient/function evidence with supplier currently unknown.,"PGPR is retained as a modeled input, but supplier and SKU-level allocation remain unconfirmed unless direct evidence supports them."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0012_001,DOC_1082CA3E3F2A,barry_callebaut_hershey_supply_agreement_news_release.pdf,cocoa_chocolate_cocoa_butter,ingredient,needs_review,Weak extraction; retained for review but not display.,direct,company_level_confirmed,company_level,Barry Callebaut,Cocoa / Chocolate / Cocoa Butter,,False,0,True,True,False,False,False,True,False,Source document available for packet: cocoa_chocolate_cocoa_butter.,Barry Callebaut is supported as a Hershey company-level cocoa/chocolate supply partner. Exact 1.55 oz SKU cocoa or cocoa butter allocation is not publicly confirmed.
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0012_101,DOC_1082CA3E3F2A,barry_callebaut_hershey_supply_agreement_news_release.pdf,cocoa_chocolate_cocoa_butter,supplier,approved,Approved as company-level supplier relationship evidence with scoped wording.,direct,company_level_confirmed,company_level,Barry Callebaut,Cocoa / Chocolate / Cocoa Butter,,True,80,False,True,True,False,True,True,True,The Hershey Company has relationship language connected to USDA ERS: relationship language detected.,Barry Callebaut is supported as a Hershey company-level cocoa/chocolate supply partner. Exact 1.55 oz SKU cocoa or cocoa butter allocation is not publicly confirmed.
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0012_102,DOC_1082CA3E3F2A,barry_callebaut_hershey_supply_agreement_news_release.pdf,cocoa_chocolate_cocoa_butter,supplier,approved,Approved as company-level supplier relationship evidence with scoped wording.,direct,company_level_confirmed,company_level,Barry Callebaut,Cocoa / Chocolate / Cocoa Butter,,True,80,False,True,True,False,True,True,True,Barry Callebaut has relationship language connected to USDA ERS: relationship language detected.,Barry Callebaut is supported as a Hershey company-level cocoa/chocolate supply partner. Exact 1.55 oz SKU cocoa or cocoa butter allocation is not publicly confirmed.
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0012_103,DOC_1082CA3E3F2A,barry_callebaut_hershey_supply_agreement_news_release.pdf,cocoa_chocolate_cocoa_butter,supplier,approved,Approved as company-level supplier relationship evidence with scoped wording.,direct,company_level_confirmed,company_level,Barry Callebaut,Cocoa / Chocolate / Cocoa Butter,,True,80,False,True,True,False,True,True,True,USDA AMS has relationship language connected to Cocoa: company-to-ingredient/stage relationship language detected.,Barry Callebaut is supported as a Hershey company-level cocoa/chocolate supply partner. Exact 1.55 oz SKU cocoa or cocoa butter allocation is not publicly confirmed.
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0012_104,DOC_1082CA3E3F2A,barry_callebaut_hershey_supply_agreement_news_release.pdf,cocoa_chocolate_cocoa_butter,supplier,approved,Approved as company-level supplier relationship evidence with scoped wording.,direct,company_level_confirmed,company_level,Barry Callebaut,Cocoa / Chocolate / Cocoa Butter,,True,80,False,True,True,False,True,True,True,The Hershey Company has relationship language connected to USDA ERS: relationship language detected.,Barry Callebaut is supported as a Hershey company-level cocoa/chocolate supply partner. Exact 1.55 oz SKU cocoa or cocoa butter allocation is not publicly confirmed.
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0012_301,DOC_1082CA3E3F2A,barry_callebaut_hershey_supply_agreement_news_release.pdf,cocoa_chocolate_cocoa_butter,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,Barry Callebaut,Cocoa / Chocolate / Cocoa Butter,cocoa_chocolate_cocoa_butter,True,70,False,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: cocoa_chocolate_cocoa_butter.","barry_callebaut_hershey_supply_agreement_news_release.pdf can support benchmark, process, regulatory, or market context for Cocoa / Chocolate / Cocoa Butter. It does not represent Hershey's exact SKU-level invoice cost."
