evidence_id,doc_id,source_file,packet,category,evidence_type,relationship_strength,related_company,related_ingredient,related_cost_bucket,confidence_level,display_allowed,requires_human_review,claim
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0003_308,DOC_033AA20F1EE1,usda_fas_ghana_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,cost,benchmark_proxy,benchmark_only,Target,Cocoa / Chocolate,cocoa_chocolate_cocoa_butter,medium,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: cocoa_chocolate_cocoa_butter."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0003_309,DOC_033AA20F1EE1,usda_fas_ghana_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,cost,benchmark_proxy,benchmark_only,Target,Cocoa / Chocolate,cocoa_chocolate_cocoa_butter,medium,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: cocoa_chocolate_cocoa_butter."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0003_310,DOC_033AA20F1EE1,usda_fas_ghana_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,cost,benchmark_proxy,benchmark_only,Target,Cocoa / Chocolate,cocoa_chocolate_cocoa_butter,medium,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: cocoa_chocolate_cocoa_butter."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0003_311,DOC_033AA20F1EE1,usda_fas_ghana_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,cost,benchmark_proxy,benchmark_only,Target,Cocoa / Chocolate,cocoa_chocolate_cocoa_butter,medium,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: cocoa_chocolate_cocoa_butter."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0003_312,DOC_033AA20F1EE1,usda_fas_ghana_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,cost,benchmark_proxy,benchmark_only,Target,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,medium,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0003_313,DOC_033AA20F1EE1,usda_fas_ghana_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,cost,benchmark_proxy,benchmark_only,Target,Cocoa / Chocolate,cocoa_chocolate_cocoa_butter,medium,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: cocoa_chocolate_cocoa_butter."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0003_314,DOC_033AA20F1EE1,usda_fas_ghana_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,cost,benchmark_proxy,benchmark_only,Target,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,medium,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0003_315,DOC_033AA20F1EE1,usda_fas_ghana_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,cost,benchmark_proxy,benchmark_only,Target,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,medium,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0003_316,DOC_033AA20F1EE1,usda_fas_ghana_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,cost,benchmark_proxy,benchmark_only,Target,Cocoa / Chocolate,cocoa_chocolate_cocoa_butter,medium,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: cocoa_chocolate_cocoa_butter."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0003_317,DOC_033AA20F1EE1,usda_fas_ghana_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,cost,benchmark_proxy,benchmark_only,Target,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,medium,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0003_318,DOC_033AA20F1EE1,usda_fas_ghana_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,cost,benchmark_proxy,benchmark_only,Target,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,medium,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0003_319,DOC_033AA20F1EE1,usda_fas_ghana_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,cost,benchmark_proxy,benchmark_only,Target,Cocoa / Chocolate,cocoa_chocolate_cocoa_butter,medium,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: cocoa_chocolate_cocoa_butter."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0003_320,DOC_033AA20F1EE1,usda_fas_ghana_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,cost,benchmark_proxy,benchmark_only,Target,Cocoa / Chocolate,cocoa_chocolate_cocoa_butter,medium,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: cocoa_chocolate_cocoa_butter."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0003_321,DOC_033AA20F1EE1,usda_fas_ghana_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,cost,benchmark_proxy,benchmark_only,Target,Cocoa / Chocolate,cocoa_chocolate_cocoa_butter,medium,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: cocoa_chocolate_cocoa_butter."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0003_322,DOC_033AA20F1EE1,usda_fas_ghana_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,cost,benchmark_proxy,benchmark_only,Target,Cocoa / Chocolate,cocoa_chocolate_cocoa_butter,medium,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: cocoa_chocolate_cocoa_butter."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0003_323,DOC_033AA20F1EE1,usda_fas_ghana_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,cost,benchmark_proxy,benchmark_only,Target,Cocoa / Chocolate,cocoa_chocolate_cocoa_butter,medium,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: cocoa_chocolate_cocoa_butter."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0003_324,DOC_033AA20F1EE1,usda_fas_ghana_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,cost,benchmark_proxy,benchmark_only,Target,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,medium,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0003_325,DOC_033AA20F1EE1,usda_fas_ghana_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,cost,benchmark_proxy,benchmark_only,Target,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,medium,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context."
EV_LOGISTICS_DISTRIBUTION_0004_001,DOC_050BBCAC6B3F,mclane_company_profile.pdf,logistics_distribution,logistics,direct,company_level_confirmed,McLane,,,high,False,True,Source document available for packet: logistics_distribution.
EV_LOGISTICS_DISTRIBUTION_0004_900,DOC_050BBCAC6B3F,mclane_company_profile.pdf,logistics_distribution,supplier,direct,company_level_confirmed,McLane,,,high,False,True,McLane is candidate company-level evidence for the Distribution / Downstream Channel stream.
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0005_001,DOC_08137C490006,ice_cocoa_futures_optional_screenshot.pdf,cocoa_chocolate_cocoa_butter,ingredient,benchmark_proxy,benchmark_only,cocoa_chocolate_cocoa_butter,Cocoa / Chocolate,,medium,False,True,Source document available for packet: cocoa_chocolate_cocoa_butter.
EV_LOGISTICS_DISTRIBUTION_0006_001,DOC_0C6FF4D0AACE,mclane_grocery_retail_distribution_page.pdf,logistics_distribution,logistics,direct,company_level_confirmed,McLane,,,high,False,True,Source document available for packet: logistics_distribution.
EV_LOGISTICS_DISTRIBUTION_0006_900,DOC_0C6FF4D0AACE,mclane_grocery_retail_distribution_page.pdf,logistics_distribution,supplier,direct,company_level_confirmed,McLane,,,high,False,True,McLane is candidate company-level evidence for the Distribution / Downstream Channel stream.
EV_SUGAR_0007_001,DOC_0CCBAF9E6D49,ASR_Group_logo.svg,sugar,visual_asset,reference_only,illustrative_only,American Sugar Refining / ASR,Sugar,,low,False,True,Source document available for packet: sugar.
EV_RETAIL_PRICE_EVIDENCE_0008_001,DOC_0D21678E3116,cvs_hershey_1_55oz_price_page.pdf,retail_price_evidence,retail,direct,sku_level_confirmed,CVS,,,high,False,True,Source document available for packet: retail_price_evidence.
EV_NATURAL_FLAVOR_0009_001,DOC_0DD09547ACD4,natural_flavor_extraction_distillation_fermentation_explanation.pdf,natural_flavor,ingredient,benchmark_proxy,unknown,natural_flavor,Natural Flavor,,low,False,True,Source document available for packet: natural_flavor.
EV_NATURAL_FLAVOR_0009_900,DOC_0DD09547ACD4,natural_flavor_extraction_distillation_fermentation_explanation.pdf,natural_flavor,ingredient,benchmark_proxy,unknown,natural_flavor,Natural Flavor,,low,False,True,Natural Flavor packet is ingredient/function evidence with supplier currently unknown.
EV_SUGAR_0010_001,DOC_0E5990AC3AEF,asr_belize_sugar_industries_page.pdf,sugar,ingredient,direct,company_level_confirmed,American Sugar Refining / ASR,Sugar,,high,False,True,Source document available for packet: sugar.
EV_PGPR_0011_001,DOC_101588EC345D,fda_pgpr_gras_response_letter.pdf,pgpr,ingredient,benchmark_proxy,benchmark_only,USDA,Cocoa Butter,,medium,False,False,Source document available for packet: pgpr.
EV_PGPR_0011_301,DOC_101588EC345D,fda_pgpr_gras_response_letter.pdf,pgpr,cost,benchmark_proxy,benchmark_only,USDA ERS,PGPR,general_cost_or_market_context,medium,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context."
EV_PGPR_0011_302,DOC_101588EC345D,fda_pgpr_gras_response_letter.pdf,pgpr,cost,benchmark_proxy,benchmark_only,USDA ERS,PGPR,general_cost_or_market_context,medium,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context."
EV_PGPR_0011_900,DOC_101588EC345D,fda_pgpr_gras_response_letter.pdf,pgpr,ingredient,benchmark_proxy,benchmark_only,USDA,Cocoa Butter,,medium,False,False,PGPR packet is ingredient/function evidence with supplier currently unknown.
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0012_001,DOC_1082CA3E3F2A,barry_callebaut_hershey_supply_agreement_news_release.pdf,cocoa_chocolate_cocoa_butter,ingredient,benchmark_proxy,benchmark_only,The Hershey Company,Cocoa / Chocolate,,medium,False,False,Source document available for packet: cocoa_chocolate_cocoa_butter.
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0012_101,DOC_1082CA3E3F2A,barry_callebaut_hershey_supply_agreement_news_release.pdf,cocoa_chocolate_cocoa_butter,supplier,benchmark_proxy,benchmark_only,The Hershey Company,Cocoa / Chocolate / Cocoa Butter,,medium,False,False,The Hershey Company has relationship language connected to USDA ERS: relationship language detected.
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0012_102,DOC_1082CA3E3F2A,barry_callebaut_hershey_supply_agreement_news_release.pdf,cocoa_chocolate_cocoa_butter,supplier,benchmark_proxy,benchmark_only,Barry Callebaut,Cocoa / Chocolate / Cocoa Butter,,medium,False,False,Barry Callebaut has relationship language connected to USDA ERS: relationship language detected.
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0012_103,DOC_1082CA3E3F2A,barry_callebaut_hershey_supply_agreement_news_release.pdf,cocoa_chocolate_cocoa_butter,supplier,benchmark_proxy,benchmark_only,The Hershey Company,Cocoa / Chocolate,,medium,False,False,USDA AMS has relationship language connected to Cocoa: company-to-ingredient/stage relationship language detected.
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0012_104,DOC_1082CA3E3F2A,barry_callebaut_hershey_supply_agreement_news_release.pdf,cocoa_chocolate_cocoa_butter,supplier,benchmark_proxy,benchmark_only,The Hershey Company,Cocoa / Chocolate / Cocoa Butter,,medium,False,False,The Hershey Company has relationship language connected to USDA ERS: relationship language detected.
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0012_301,DOC_1082CA3E3F2A,barry_callebaut_hershey_supply_agreement_news_release.pdf,cocoa_chocolate_cocoa_butter,cost,benchmark_proxy,benchmark_only,The Hershey Company,Cocoa / Chocolate,cocoa_chocolate_cocoa_butter,medium,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: cocoa_chocolate_cocoa_butter."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0012_302,DOC_1082CA3E3F2A,barry_callebaut_hershey_supply_agreement_news_release.pdf,cocoa_chocolate_cocoa_butter,cost,benchmark_proxy,benchmark_only,The Hershey Company,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,medium,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0012_303,DOC_1082CA3E3F2A,barry_callebaut_hershey_supply_agreement_news_release.pdf,cocoa_chocolate_cocoa_butter,cost,benchmark_proxy,benchmark_only,The Hershey Company,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,medium,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0012_304,DOC_1082CA3E3F2A,barry_callebaut_hershey_supply_agreement_news_release.pdf,cocoa_chocolate_cocoa_butter,cost,benchmark_proxy,benchmark_only,The Hershey Company,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,medium,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0012_305,DOC_1082CA3E3F2A,barry_callebaut_hershey_supply_agreement_news_release.pdf,cocoa_chocolate_cocoa_butter,cost,benchmark_proxy,benchmark_only,The Hershey Company,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,medium,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0012_306,DOC_1082CA3E3F2A,barry_callebaut_hershey_supply_agreement_news_release.pdf,cocoa_chocolate_cocoa_butter,cost,benchmark_proxy,benchmark_only,The Hershey Company,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,medium,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0012_307,DOC_1082CA3E3F2A,barry_callebaut_hershey_supply_agreement_news_release.pdf,cocoa_chocolate_cocoa_butter,cost,benchmark_proxy,benchmark_only,The Hershey Company,Cocoa / Chocolate,cocoa_chocolate_cocoa_butter,medium,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: cocoa_chocolate_cocoa_butter."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0012_308,DOC_1082CA3E3F2A,barry_callebaut_hershey_supply_agreement_news_release.pdf,cocoa_chocolate_cocoa_butter,cost,benchmark_proxy,benchmark_only,The Hershey Company,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,medium,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0012_900,DOC_1082CA3E3F2A,barry_callebaut_hershey_supply_agreement_news_release.pdf,cocoa_chocolate_cocoa_butter,supplier,benchmark_proxy,benchmark_only,The Hershey Company,Cocoa / Chocolate,,medium,False,False,Barry Callebaut is candidate company-level evidence for the Cocoa / Chocolate / Cocoa Butter stream.
EV_NATURAL_FLAVOR_0013_001,DOC_1164AEC6C38C,natural_flavor_function_in_food_explanation.pdf,natural_flavor,ingredient,benchmark_proxy,unknown,natural_flavor,Natural Flavor,,low,False,True,Source document available for packet: natural_flavor.
EV_NATURAL_FLAVOR_0013_900,DOC_1164AEC6C38C,natural_flavor_function_in_food_explanation.pdf,natural_flavor,ingredient,benchmark_proxy,unknown,natural_flavor,Natural Flavor,,low,False,True,Natural Flavor packet is ingredient/function evidence with supplier currently unknown.
EV_LOGISTICS_DISTRIBUTION_0014_001,DOC_11A00D6495C0,PCU49314931.xlsx,logistics_distribution,logistics,benchmark_proxy,benchmark_only,USDA,,,medium,False,False,Source document available for packet: logistics_distribution.
EV_LOGISTICS_DISTRIBUTION_0014_301,DOC_11A00D6495C0,PCU49314931.xlsx,logistics_distribution,cost,benchmark_proxy,benchmark_only,USDA ERS,,warehousing,medium,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: warehousing."
EV_NATURAL_FLAVOR_0015_001,DOC_12314C1C49CF,interim_gras_33_apr_2026.pdf,natural_flavor,ingredient,benchmark_proxy,benchmark_only,USDA,Milk / Dairy,,medium,False,False,Source document available for packet: natural_flavor.
EV_NATURAL_FLAVOR_0015_900,DOC_12314C1C49CF,interim_gras_33_apr_2026.pdf,natural_flavor,ingredient,benchmark_proxy,benchmark_only,USDA,Milk / Dairy,,medium,False,False,Natural Flavor packet is ingredient/function evidence with supplier currently unknown.
EV_PGPR_0016_001,DOC_1BE15D0DAB2F,castor_oil_ricinoleic_acid_pgpr_origin_reference.pdf,pgpr,ingredient,benchmark_proxy,unknown,pgpr,PGPR,,low,False,True,Source document available for packet: pgpr.
EV_PGPR_0016_900,DOC_1BE15D0DAB2F,castor_oil_ricinoleic_acid_pgpr_origin_reference.pdf,pgpr,ingredient,benchmark_proxy,unknown,pgpr,PGPR,,low,False,True,PGPR packet is ingredient/function evidence with supplier currently unknown.
EV_NATURAL_FLAVOR_0017_001,DOC_1D4C129E0BD4,fda_flavor_labeling_regulation_reference.pdf,natural_flavor,ingredient,benchmark_proxy,benchmark_only,USDA,Cocoa / Chocolate,,medium,False,True,Source document available for packet: natural_flavor.
EV_NATURAL_FLAVOR_0017_101,DOC_1D4C129E0BD4,fda_flavor_labeling_regulation_reference.pdf,natural_flavor,supplier,benchmark_proxy,benchmark_only,FDA,Natural Flavor,,medium,False,True,USDA ERS has relationship language connected to FDA: relationship language detected.
EV_NATURAL_FLAVOR_0017_900,DOC_1D4C129E0BD4,fda_flavor_labeling_regulation_reference.pdf,natural_flavor,ingredient,benchmark_proxy,benchmark_only,USDA,Cocoa / Chocolate,,medium,False,True,Natural Flavor packet is ingredient/function evidence with supplier currently unknown.
EV_SUGAR_0018_001,DOC_1E0944AC1DC5,asr_hershey_learn_to_grow_belize.pdf,sugar,ingredient,direct,probable,The Hershey Company,Sugar,,medium,False,True,Source document available for packet: sugar.
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0019_001,DOC_1E80FF9B816E,icco_processing_cocoa_page.pdf,cocoa_chocolate_cocoa_butter,ingredient,benchmark_proxy,benchmark_only,ICCO,Cocoa / Chocolate,,medium,False,True,Source document available for packet: cocoa_chocolate_cocoa_butter.
EV_LOGISTICS_DISTRIBUTION_0020_001,DOC_1EB5146FBACE,bls_truck_transportation_ppi_benchmark.pdf,logistics_distribution,logistics,benchmark_proxy,benchmark_only,BLS,,,medium,False,True,Source document available for packet: logistics_distribution.
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0021_001,DOC_1EC92FF65460,barry_callebaut_company_profile.pdf,cocoa_chocolate_cocoa_butter,ingredient,direct,company_level_confirmed,Barry Callebaut,Cocoa / Chocolate,,high,False,True,Source document available for packet: cocoa_chocolate_cocoa_butter.
EV_PACKAGING_WRAPPER_0022_001,DOC_1ED749BEB0B8,pulp-and-paper-sourcing-policy.pdf,packaging_wrapper,packaging,benchmark_proxy,benchmark_only,The Hershey Company,Packaging / Wrapper,,medium,False,False,Source document available for packet: packaging_wrapper.
EV_PACKAGING_WRAPPER_0022_101,DOC_1ED749BEB0B8,pulp-and-paper-sourcing-policy.pdf,packaging_wrapper,supplier,benchmark_proxy,benchmark_only,The Hershey Company,Packaging / Wrapper,,medium,False,False,The Hershey Company has relationship language connected to USDA ERS: relationship language detected.
EV_PACKAGING_WRAPPER_0022_102,DOC_1ED749BEB0B8,pulp-and-paper-sourcing-policy.pdf,packaging_wrapper,supplier,benchmark_proxy,benchmark_only,The Hershey Company,Packaging / Wrapper,,medium,False,False,The Hershey Company has relationship language connected to USDA ERS: relationship language detected.
EV_PACKAGING_WRAPPER_0022_103,DOC_1ED749BEB0B8,pulp-and-paper-sourcing-policy.pdf,packaging_wrapper,supplier,benchmark_proxy,benchmark_only,The Hershey Company,Packaging / Wrapper,,medium,False,False,The Hershey Company has relationship language connected to USDA ERS: relationship language detected.
EV_PACKAGING_WRAPPER_0022_104,DOC_1ED749BEB0B8,pulp-and-paper-sourcing-policy.pdf,packaging_wrapper,supplier,benchmark_proxy,benchmark_only,The Hershey Company,Packaging / Wrapper,,medium,False,False,The Hershey Company has relationship language connected to USDA ERS: relationship language detected.
EV_PACKAGING_WRAPPER_0022_105,DOC_1ED749BEB0B8,pulp-and-paper-sourcing-policy.pdf,packaging_wrapper,supplier,benchmark_proxy,benchmark_only,The Hershey Company,Packaging / Wrapper,,medium,False,False,USDA ERS has relationship language connected to Packaging: company-to-ingredient/stage relationship language detected.
EV_PACKAGING_WRAPPER_0022_106,DOC_1ED749BEB0B8,pulp-and-paper-sourcing-policy.pdf,packaging_wrapper,supplier,benchmark_proxy,benchmark_only,The Hershey Company,Packaging / Wrapper,,medium,False,False,The Hershey Company has relationship language connected to USDA ERS: relationship language detected.
EV_PACKAGING_WRAPPER_0022_107,DOC_1ED749BEB0B8,pulp-and-paper-sourcing-policy.pdf,packaging_wrapper,supplier,benchmark_proxy,benchmark_only,The Hershey Company,Packaging / Wrapper,,medium,False,False,The Hershey Company has relationship language connected to USDA ERS: relationship language detected.
EV_PACKAGING_WRAPPER_0022_108,DOC_1ED749BEB0B8,pulp-and-paper-sourcing-policy.pdf,packaging_wrapper,supplier,benchmark_proxy,benchmark_only,The Hershey Company,Packaging / Wrapper,,medium,False,False,USDA ERS has relationship language connected to Packaging: company-to-ingredient/stage relationship language detected.
EV_PACKAGING_WRAPPER_0022_109,DOC_1ED749BEB0B8,pulp-and-paper-sourcing-policy.pdf,packaging_wrapper,supplier,benchmark_proxy,benchmark_only,The Hershey Company,Packaging / Wrapper,,medium,False,False,USDA ERS has relationship language connected to Packaging: company-to-ingredient/stage relationship language detected.
EV_PACKAGING_WRAPPER_0022_110,DOC_1ED749BEB0B8,pulp-and-paper-sourcing-policy.pdf,packaging_wrapper,supplier,benchmark_proxy,benchmark_only,The Hershey Company,Packaging / Wrapper,,medium,False,False,USDA ERS has relationship language connected to Packaging: company-to-ingredient/stage relationship language detected.
EV_PACKAGING_WRAPPER_0022_111,DOC_1ED749BEB0B8,pulp-and-paper-sourcing-policy.pdf,packaging_wrapper,supplier,benchmark_proxy,benchmark_only,The Hershey Company,Packaging / Wrapper,,medium,False,False,The Hershey Company has relationship language connected to USDA ERS: relationship language detected.
EV_PACKAGING_WRAPPER_0022_112,DOC_1ED749BEB0B8,pulp-and-paper-sourcing-policy.pdf,packaging_wrapper,supplier,benchmark_proxy,benchmark_only,The Hershey Company,Packaging / Wrapper,,medium,False,False,The Hershey Company has relationship language connected to USDA ERS: relationship language detected.
EV_PACKAGING_WRAPPER_0022_113,DOC_1ED749BEB0B8,pulp-and-paper-sourcing-policy.pdf,packaging_wrapper,supplier,benchmark_proxy,benchmark_only,The Hershey Company,Packaging / Wrapper,,medium,False,False,USDA ERS has relationship language connected to Packaging: company-to-ingredient/stage relationship language detected.
EV_PACKAGING_WRAPPER_0022_114,DOC_1ED749BEB0B8,pulp-and-paper-sourcing-policy.pdf,packaging_wrapper,supplier,benchmark_proxy,benchmark_only,The Hershey Company,Packaging / Wrapper,,medium,False,False,The Hershey Company has relationship language connected to USDA ERS: relationship language detected.
